index,age,weight_lbs,temperature,heart_rate_bpm,resp_rate_bpm,mm,crt,mentation,vomiting,diarrhea,inappetence,lethargic,lameness,muscle_pain,joint_swelling,reported_weight_loss,skin_condition,is_4dx_tested
46181,9,74,100,146,59,2,1,2,3,1,2,2,0,0,2,0,2,Negative
46183,19,85,99,182,144,2,0,4,3,3,2,2,0,2,2,0,2,Negative
46188,2,72,100,113,27,2,2,4,3,2,0,2,0,2,2,1,2,Negative
46190,2,38,102,112,56,1,3,0,1,3,0,1,0,2,2,0,2,Negative
46191,2,90,102,148,56,2,1,1,1,2,1,2,0,2,2,1,2,Negative
46192,3,82,99,180,26,2,0,4,1,1,2,0,0,2,2,1,2,Negative
46194,6,89,102,107,27,2,2,2,3,3,1,1,0,2,2,0,2,Negative
46195,6,65,99,149,22,2,0,2,2,1,0,2,0,2,0,0,2,Negative
46196,3,39,99,160,39,2,1,2,1,3,0,0,0,2,2,0,2,Negative
46197,0.08333333333333333,71,101,91,23,1,3,2,3,0,2,0,0,2,0,0,2,Negative
46204,1,35,100,120,55,1,3,4,1,0,2,2,0,2,2,0,1,Negative
46205,0.038461538461538464,43,101,143,34,2,0,2,1,3,2,0,0,2,2,0,2,Negative
46208,2,34,101,126,57,2,1,0,3,3,2,1,0,2,2,0,1,Negative
46213,5,22,105,110,135,1,3,2,3,3,1,0,1,1,2,1,0,Positive
46214,0.16666666666666666,87,99,114,32,2,1,2,1,0,2,2,1,2,0,0,2,Negative
46217,0.25,66,102,129,29,2,2,4,2,3,0,2,0,2,2,0,2,Negative
46219,10,22,100,120,123,2,1,4,1,3,1,2,0,2,2,1,2,Negative
46221,5,79,105,143,135,2,2,2,3,1,2,2,0,1,1,1,4,Positive
46224,1,77,104,106,134,0,0,2,3,3,0,0,0,2,1,0,3,Positive
46227,2,42,99,105,60,2,1,4,1,3,0,2,0,0,2,0,2,Negative
46231,1,132,104,129,148,2,0,2,3,1,0,2,0,1,1,0,2,Positive
46232,1,48,102,100,34,0,1,2,2,1,3,0,0,0,2,1,2,Negative
46233,2,41,100,126,38,2,2,1,2,3,2,0,0,2,2,0,2,Negative
46234,3,20,101,113,32,0,1,4,3,3,2,1,0,2,2,1,2,Negative
46235,2,62,105,168,121,1,3,4,1,1,0,0,1,1,2,1,2,Positive
46236,2,39,100,88,38,1,3,4,2,1,0,2,0,2,2,0,2,Negative
46238,2,72,102,110,132,2,1,4,3,1,2,0,0,2,2,0,2,Negative
46239,0.3333333333333333,62,100,97,23,1,3,2,2,3,1,2,0,2,2,0,2,Negative
46242,3,81,103,180,38,2,0,1,1,3,0,2,0,1,1,1,0,Positive
46243,1,17,103,174,146,0,2,1,3,3,1,1,0,0,1,0,2,Positive
46245,1,129,99,157,49,2,1,4,3,2,2,2,0,2,2,0,0,Negative
46248,1,71,99,174,37,0,2,1,1,1,2,2,0,2,2,0,2,Negative
46252,1,67,99,123,150,2,0,4,1,3,2,2,0,2,2,0,2,Negative
46254,1,7,99,99,148,0,0,1,1,0,2,0,0,2,2,0,2,Negative
46256,2,82,101,157,47,2,2,2,3,3,2,2,0,2,2,0,2,Negative
46257,2,77,102,157,37,1,3,1,1,1,2,2,0,2,1,0,0,Negative
46261,2,26,99,94,130,1,3,2,3,1,1,2,0,2,2,0,2,Negative
46265,0.75,66,102,165,49,2,0,1,1,3,2,1,0,2,2,0,2,Negative
46266,11,87,102,187,142,2,0,2,3,1,2,0,0,0,2,0,2,Negative
46269,3,54,102,168,51,2,1,4,3,3,1,1,0,2,0,0,2,Negative
46275,5,83,102,96,46,2,1,1,1,2,2,2,0,2,2,0,2,Negative
46278,0.4166666666666667,76,105,103,127,2,0,2,3,3,0,2,1,1,0,0,1,Positive
46281,7,11,101,177,29,2,0,2,3,3,1,1,0,2,2,0,2,Negative
46283,8,20,99,181,23,1,3,1,1,3,2,0,0,2,0,0,2,Negative
46287,3,80,104,150,121,0,0,2,3,3,0,2,1,2,0,0,3,Positive
46288,0.75,30,101,152,20,2,2,2,2,3,0,2,0,2,2,0,2,Negative
46289,2,60,99,189,31,2,2,2,3,2,0,0,0,2,2,0,0,Negative
46291,0.75,12,100,122,150,2,0,4,3,2,0,2,0,2,2,0,2,Negative
46293,3,77,101,101,42,2,0,4,1,1,2,2,0,0,0,0,0,Negative
46298,0.07692307692307693,29,102,95,123,2,0,4,0,2,2,2,0,2,2,0,2,Negative
46299,0.3333333333333333,84,99,122,21,2,0,4,3,2,2,2,0,0,0,0,2,Negative
46309,1,46,99,180,57,2,0,4,0,2,2,2,0,2,2,0,2,Negative
46310,2,72,100,135,24,2,0,4,3,0,2,0,0,2,2,0,2,Negative
46313,1,29,99,101,49,2,0,4,0,2,0,2,0,2,2,0,2,Negative
46317,3,85,102,122,44,0,2,1,1,3,1,2,0,2,2,0,2,Negative
46322,2,44,103,159,60,1,3,2,1,0,0,1,1,1,0,1,2,Positive
46325,3,7,99,180,133,0,1,2,0,3,0,0,0,2,2,0,2,Negative
46332,0.3333333333333333,71,101,136,25,0,0,3,1,3,2,0,0,2,2,0,2,Negative
46338,1,33,101,139,149,0,2,4,1,1,3,0,0,2,2,0,2,Negative
46343,1,47,101,170,149,0,0,2,3,1,2,2,0,2,2,0,2,Negative
46344,2,20,101,111,23,1,3,2,3,3,2,0,0,2,1,0,2,Negative
46356,0.0027397260273972603,98,102,185,53,2,0,1,2,1,1,2,0,2,2,0,2,Negative
46357,0.0027397260273972603,68,101,128,137,0,2,2,1,0,2,2,0,2,2,0,1,Negative
46361,5,84,101,173,38,2,1,2,3,1,2,0,0,2,2,0,2,Negative
46363,2,36,101,140,43,1,3,1,1,3,0,2,0,2,2,0,2,Negative
46375,2,67,99,169,26,2,0,4,3,2,2,2,0,2,2,0,2,Negative
46377,2,80,99,97,32,2,0,2,1,3,0,1,0,2,2,0,1,Negative
46378,3,76,99,113,60,2,1,2,1,3,0,1,0,2,2,0,2,Negative
46385,1,18,102,165,126,2,1,4,3,3,1,0,0,2,2,0,0,Negative
46391,3,35,101,120,19,1,3,2,3,1,2,2,0,2,2,1,2,Negative
46393,1,89,99,111,48,2,1,1,3,2,2,1,0,2,2,0,2,Negative
46396,11,45,102,183,22,2,0,4,3,3,2,0,0,2,2,0,2,Negative
46400,2,16,102,104,47,1,3,1,1,1,2,2,0,0,2,0,2,Negative
46401,0.5833333333333334,90,100,128,147,2,0,4,3,1,0,2,0,2,2,0,2,Negative
46412,0.9166666666666666,69,104,175,24,2,1,1,1,3,0,1,0,1,2,1,3,Positive
46415,0.9166666666666666,142,100,113,125,1,3,2,3,3,2,2,0,2,2,0,2,Negative
46418,3,52,102,156,150,2,1,1,3,1,2,2,0,2,2,0,0,Negative
46425,0.16666666666666666,55,100,149,45,2,2,4,1,3,1,2,0,2,2,0,2,Negative
46432,1,74,105,156,124,2,0,2,1,2,1,1,1,1,1,0,2,Positive
46433,1,53,101,110,53,2,0,2,3,2,2,2,0,2,2,0,2,Negative
46436,0.16666666666666666,43,101,145,58,2,1,2,1,1,2,2,0,2,2,0,2,Negative
46438,1,72,100,188,21,2,2,0,1,3,0,2,0,2,2,0,0,Negative
46446,3,5,101,130,126,2,2,1,3,3,0,2,0,2,2,0,0,Negative
46450,3,31,99,145,22,1,3,4,3,1,2,0,0,2,2,0,2,Negative
46452,1,77,99,111,54,2,1,1,1,0,0,2,0,0,0,0,2,Negative
46457,0.3333333333333333,49,101,94,25,2,0,4,3,1,2,2,0,2,0,0,2,Negative
46459,3,57,99,108,19,2,1,2,3,1,1,2,0,2,0,0,2,Negative
46461,0.75,86,99,123,28,2,0,1,3,3,2,2,0,2,2,0,0,Negative
46464,2,13,100,91,43,2,0,4,1,1,2,1,0,2,2,0,2,Negative
46465,2,57,100,92,28,0,0,1,3,3,2,0,0,2,0,0,0,Negative
46468,0.8333333333333334,15,105,164,20,0,2,4,3,3,0,0,1,1,1,1,2,Positive
46469,4,55,99,133,33,2,1,1,3,1,2,2,0,2,2,0,2,Negative
46470,2,8,101,92,20,2,0,1,3,1,0,0,0,2,2,0,1,Negative
46471,2,11,105,144,24,2,0,2,1,1,0,1,1,2,2,1,3,Positive
46474,2,25,100,140,51,2,0,1,1,1,1,2,0,2,0,0,2,Negative
46476,0.75,82,100,159,135,2,0,1,3,1,1,2,0,2,2,0,2,Negative
46477,3,48,105,125,120,2,0,2,1,0,1,0,1,1,1,0,1,Positive
46478,1,40,99,164,138,2,1,2,3,3,0,0,0,2,2,0,2,Negative
46480,3,44,99,122,28,2,0,2,2,1,0,2,0,2,2,0,2,Negative
46484,2,71,101,178,46,2,1,4,3,3,0,1,0,2,2,0,2,Negative
46485,0.08333333333333333,15,102,156,53,1,3,4,1,3,2,0,0,2,2,0,2,Negative
46486,1,9,102,178,46,2,0,4,3,3,2,2,0,2,0,0,2,Negative
46490,2,77,101,156,53,2,0,0,1,3,2,2,0,2,2,0,2,Negative
46491,6,156,99,172,24,2,0,4,3,1,2,1,0,2,2,0,0,Negative
46493,0.5833333333333334,63,99,161,47,2,1,4,1,2,0,0,0,2,2,0,0,Negative
46499,2,73,102,151,42,2,1,4,1,0,2,1,0,2,2,1,2,Negative
46502,11,41,101,177,138,2,2,4,1,2,2,2,0,2,2,0,1,Negative
46505,3,83,102,138,121,2,0,1,1,3,3,0,0,2,2,0,2,Negative
46510,0.07692307692307693,51,100,181,40,2,1,4,3,3,0,2,0,0,2,1,2,Negative
46512,0.07692307692307693,45,100,187,60,2,0,1,1,3,0,2,0,2,2,0,0,Negative
46513,0.5833333333333334,59,102,112,20,2,0,4,1,1,2,2,0,2,2,0,0,Negative
46514,8,63,99,184,37,2,0,0,1,3,2,2,0,2,2,0,2,Negative
46516,6,48,101,90,128,0,1,2,1,1,2,2,0,2,0,0,2,Negative
46522,6,12,99,155,32,2,0,1,0,2,2,1,0,0,2,0,0,Negative
46526,1,23,99,148,36,2,2,2,1,3,2,0,0,2,2,0,2,Negative
46528,1,71,102,134,49,2,0,1,3,3,0,0,0,2,0,0,2,Negative
46534,1,27,99,170,32,2,2,1,2,3,2,1,0,2,2,0,0,Negative
46535,2,24,102,164,31,0,0,1,1,1,2,0,0,2,2,0,0,Negative
46539,7,66,100,172,40,2,0,1,2,3,0,0,0,2,2,0,2,Negative
46543,2,7,102,89,127,0,0,2,3,1,0,2,0,2,2,0,2,Negative
46547,0.08333333333333333,33,101,124,58,1,3,4,3,1,2,2,0,2,2,0,2,Negative
46550,1,59,102,188,38,1,3,2,1,3,0,2,0,1,2,0,2,Negative
46556,11,78,105,152,134,2,0,4,1,3,1,2,0,1,0,1,2,Positive
46557,1,55,99,140,36,2,1,4,1,1,2,2,0,2,0,0,2,Negative
46558,2,53,101,96,128,2,0,2,2,1,2,0,0,2,2,0,2,Negative
46560,0.08333333333333333,66,100,175,128,1,3,1,1,3,0,2,0,2,2,0,2,Negative
46562,0.3333333333333333,58,100,95,126,1,3,1,3,1,0,0,0,2,2,0,2,Negative
46566,2,60,101,112,53,2,1,2,1,3,1,0,0,0,0,0,2,Negative
46570,5,56,102,165,49,2,1,2,3,3,1,2,0,2,2,0,2,Negative
46576,0.25,54,101,119,30,2,0,1,3,2,0,1,0,0,2,0,2,Negative
46579,4,38,101,170,49,2,0,2,3,1,0,0,0,2,2,0,2,Negative
46583,5,67,100,108,141,1,3,2,1,1,2,0,0,2,2,0,1,Negative
46586,0.5,34,102,167,135,1,3,4,1,3,2,2,0,0,2,1,2,Negative
46588,0.75,84,99,105,30,0,0,1,1,3,0,0,0,2,2,0,2,Negative
46592,0.3333333333333333,108,99,190,120,2,1,1,1,3,0,2,0,2,2,0,2,Negative
46593,2,122,100,183,48,2,0,2,3,3,0,0,0,2,2,1,2,Negative
46595,0.16666666666666666,83,99,178,51,2,2,4,3,3,2,0,0,2,2,0,2,Negative
46600,3,87,101,156,29,2,1,1,3,1,2,1,0,2,2,0,2,Negative
46601,1,14,101,111,50,2,2,4,3,3,2,1,0,2,2,0,2,Negative
46612,4,90,99,132,23,2,0,2,3,3,0,0,0,2,2,0,2,Negative
46613,15,73,105,146,57,2,2,2,3,1,1,0,1,2,0,1,0,Positive
46615,3,15,101,156,59,2,2,1,1,1,1,2,0,2,2,0,2,Negative
46617,2,44,103,133,47,2,2,2,1,1,0,0,1,1,0,1,0,Positive
46619,1,48,101,111,46,2,1,4,3,1,2,2,0,2,2,1,2,Negative
46623,2,37,101,132,23,2,1,2,2,3,2,1,0,2,2,0,2,Negative
46625,6,46,100,165,125,2,0,2,3,1,0,2,0,0,2,0,0,Negative
46626,0.5,66,101,183,121,2,2,2,2,3,2,0,0,2,2,0,2,Negative
46628,0.5,12,99,142,126,2,1,2,2,2,2,0,0,2,2,0,2,Negative
46631,0.25,69,101,150,47,2,1,1,0,1,2,0,0,2,2,0,2,Negative
46632,0.25,13,102,174,40,1,3,1,3,1,2,2,0,2,2,0,2,Negative
46637,1,68,100,154,27,2,0,0,2,3,2,0,1,2,2,1,2,Negative
46639,4,38,99,91,50,2,0,1,1,2,2,2,0,2,2,0,2,Negative
46646,0.08333333333333333,20,101,142,58,0,0,4,3,0,2,0,0,2,2,0,0,Negative
46648,1,37,99,129,130,2,2,2,1,1,2,2,0,2,0,0,2,Negative
46649,4,45,99,166,131,0,2,1,3,3,0,2,0,2,2,0,2,Negative
46656,3,80,100,100,29,1,3,4,3,2,2,2,0,2,2,0,2,Negative
46663,3,44,100,92,56,2,0,2,3,1,2,2,0,2,2,0,2,Negative
46664,0.25,62,101,158,149,2,0,2,1,1,2,2,0,2,1,0,2,Negative
46665,2,44,102,115,27,2,0,4,3,2,2,0,0,2,2,0,2,Negative
46668,2,84,101,107,42,2,0,2,2,3,1,2,0,2,2,0,2,Negative
46669,1,118,105,90,53,2,0,2,1,1,0,1,0,0,0,0,2,Positive
46671,0.3333333333333333,33,101,133,46,0,1,4,1,3,2,1,0,2,2,0,2,Negative
46672,3,17,102,126,123,1,3,0,3,1,2,1,0,2,0,0,2,Negative
46677,5,28,105,101,59,2,2,2,0,3,3,0,0,1,0,0,0,Positive
46681,2,34,101,108,27,1,3,2,3,1,0,2,0,0,2,0,2,Negative
46683,2,90,102,187,27,2,1,4,0,3,0,1,0,0,2,0,2,Negative
46691,4,72,100,106,31,0,0,1,3,1,2,2,0,2,0,0,2,Negative
46692,1,54,101,182,52,2,2,1,1,3,0,1,0,0,0,0,2,Negative
46693,5,44,100,189,54,2,0,4,1,2,2,2,0,0,2,0,2,Negative
46701,0.16666666666666666,38,99,102,57,2,2,1,2,1,0,2,0,2,2,0,2,Negative
46707,13,29,100,119,32,2,0,1,3,1,2,2,0,2,2,0,2,Negative
46709,2,6,99,145,50,2,2,2,3,1,2,0,0,0,2,0,2,Negative
46710,0.5833333333333334,71,99,110,29,2,0,1,1,1,0,2,0,2,2,0,2,Negative
46711,0.25,88,103,113,18,2,0,2,2,1,2,0,1,1,1,1,2,Positive
46712,0.5833333333333334,89,102,156,58,1,3,2,3,2,2,2,0,2,2,0,0,Negative
46714,2,90,102,145,22,2,0,1,3,3,2,0,0,2,2,1,2,Negative
46715,2,40,103,95,150,2,2,4,0,3,0,0,1,0,1,1,3,Positive
46716,3,35,101,97,60,2,2,4,1,1,1,1,0,2,2,0,2,Negative
46718,2,77,99,122,33,2,1,4,1,3,2,2,0,2,2,0,2,Negative
46720,2,9,99,118,148,2,0,4,2,2,0,1,0,0,2,0,2,Negative
46723,0.8333333333333334,40,102,186,39,1,3,4,1,3,0,2,0,2,0,0,2,Negative
46724,2,35,103,119,59,2,0,2,3,3,0,1,1,2,1,0,2,Positive
46730,5,36,100,182,122,2,0,4,1,3,2,0,0,2,2,0,2,Negative
46732,2,56,101,173,48,2,1,2,3,3,2,0,0,2,2,1,1,Negative
46733,1,45,102,113,121,1,3,1,2,3,2,0,0,0,2,1,0,Negative
46736,2,77,100,121,56,2,0,2,1,3,0,2,0,2,2,0,2,Negative
46738,1,68,101,186,51,1,3,4,3,3,2,1,0,2,2,0,2,Negative
46739,1,77,100,186,47,1,3,2,3,1,0,2,0,2,2,0,2,Negative
46742,2,90,101,94,53,2,0,2,3,3,1,0,0,0,2,0,2,Negative
46743,0.16666666666666666,62,105,167,24,1,3,2,3,3,0,2,0,1,1,0,2,Positive
46744,8,60,100,114,57,2,0,4,1,2,0,2,0,2,2,0,2,Negative
46751,7,31,99,146,55,2,2,1,3,1,2,2,0,0,0,0,2,Negative
46753,0.8333333333333334,88,102,148,131,1,3,1,3,2,2,2,0,2,0,0,2,Negative
46754,5,48,100,156,50,2,0,2,1,3,2,2,0,2,2,0,0,Negative
46755,0.6666666666666666,70,101,177,42,2,2,4,3,3,1,2,0,2,2,0,2,Negative
46759,1,27,102,187,127,2,0,1,3,0,0,0,0,2,2,0,2,Negative
46763,0.0027397260273972603,88,100,154,33,2,0,2,1,1,2,2,0,2,2,1,2,Negative
46768,0.0027397260273972603,9,102,100,31,1,3,4,1,2,0,2,0,0,2,0,2,Negative
46770,0.0027397260273972603,17,99,159,31,2,1,4,1,1,1,2,0,2,2,0,2,Negative
46771,10,12,100,122,41,2,1,2,1,1,2,2,0,2,2,0,2,Negative
46773,2,65,105,167,44,2,1,2,1,1,0,0,1,0,2,1,2,Positive
46776,10,26,101,138,26,2,1,2,1,1,0,2,0,2,0,0,2,Negative
46780,2,86,99,178,34,2,0,0,3,1,2,2,0,2,2,0,2,Negative
46781,3,89,99,183,39,2,0,2,0,1,2,2,0,2,2,0,2,Negative
46783,4,15,103,157,36,1,3,2,2,3,0,0,1,2,1,1,0,Positive
46789,6,80,100,108,59,2,1,1,0,2,2,2,0,2,2,0,2,Negative
46792,1,33,101,95,129,0,1,2,1,2,2,2,0,2,2,0,2,Negative
46795,2,5,100,141,50,2,0,1,1,3,2,2,0,2,2,0,2,Negative
46796,5,22,101,131,29,2,1,1,0,3,0,1,0,2,0,0,2,Negative
46797,8,188,102,108,55,0,1,2,1,1,0,2,0,2,2,0,2,Negative
46798,1,70,101,91,131,2,0,1,1,0,2,2,0,2,2,0,2,Negative
46799,3,49,101,141,130,2,1,1,3,0,1,2,0,2,2,0,2,Negative
46801,6,48,101,159,30,2,2,4,3,3,0,2,0,1,2,0,2,Negative
46803,1,35,100,171,58,2,0,1,1,2,1,2,0,0,2,0,2,Negative
46806,2,23,99,142,23,2,0,2,3,1,0,1,0,0,2,0,2,Negative
46812,0.08333333333333333,88,99,160,134,2,1,1,1,3,1,0,0,2,2,0,2,Negative
46814,1,16,100,132,50,1,3,1,1,2,2,1,0,2,0,0,2,Negative
46818,2,60,102,102,39,0,0,2,1,1,2,1,0,2,2,0,2,Negative
46820,6,60,101,107,143,2,0,0,3,3,0,0,0,2,2,0,2,Negative
46821,4,60,103,152,21,2,2,4,1,1,0,0,1,1,1,0,3,Positive
46822,3,35,100,102,131,2,0,1,2,2,0,2,0,0,2,0,2,Negative
46825,0.08333333333333333,38,102,126,20,2,1,1,3,1,0,1,0,2,2,0,0,Negative
46827,3,11,100,182,59,1,3,1,1,3,2,0,0,2,2,0,2,Negative
46832,3,48,99,175,126,2,0,4,3,3,2,0,0,2,2,1,2,Negative
46836,10,7,99,177,54,2,1,4,3,1,0,2,0,0,2,0,2,Negative
46839,0.9166666666666666,26,102,168,148,2,2,1,1,1,3,2,0,2,2,0,2,Negative
46842,3,83,99,120,34,2,0,4,3,3,0,2,0,2,2,0,2,Negative
46846,5,75,99,93,145,2,0,1,1,1,2,0,0,2,2,0,0,Negative
46848,0.08333333333333333,59,99,174,51,1,3,4,1,1,0,1,0,2,2,0,2,Negative
46850,0.5,39,102,165,33,2,1,4,3,3,0,1,0,2,2,0,2,Negative
46852,4,79,103,188,147,2,1,4,1,2,3,0,0,2,0,1,2,Positive
46853,1,72,100,125,31,2,0,1,1,1,1,2,0,2,2,0,2,Negative
46857,0.4166666666666667,114,99,151,43,2,2,2,3,0,2,1,0,0,2,0,2,Negative
46863,2,61,100,135,22,2,0,4,1,3,2,1,0,2,2,0,2,Negative
46864,8,35,100,134,33,1,3,4,3,1,2,2,0,2,2,0,2,Negative
46868,3,83,104,97,32,2,2,2,1,3,0,0,1,0,2,0,0,Positive
46870,3,83,101,183,33,2,1,2,2,3,2,2,1,2,2,0,2,Negative
46872,6,41,99,167,134,1,3,4,3,2,2,2,0,2,2,0,2,Negative
46873,3,51,102,174,52,0,2,1,3,3,2,2,0,0,2,1,2,Negative
46874,2,62,100,185,44,2,0,2,3,3,2,1,0,0,2,0,2,Negative
46875,2,27,104,171,58,2,0,2,1,1,0,0,1,0,0,1,3,Positive
46880,0.9166666666666666,25,100,126,38,2,0,1,1,3,0,1,0,2,2,0,2,Negative
46881,0.9166666666666666,19,99,170,138,2,2,2,1,1,0,0,0,2,2,0,2,Negative
46887,2,77,104,117,133,1,3,2,0,1,0,0,1,0,1,1,2,Positive
46888,0.16666666666666666,40,101,97,26,2,1,4,3,2,0,2,0,2,2,0,0,Negative
46889,6,52,101,125,36,0,0,2,1,3,0,1,0,0,2,0,2,Negative
46891,5,73,99,136,21,2,2,0,1,1,0,1,0,2,0,0,2,Negative
46893,1,7,99,156,36,2,0,1,1,2,2,0,0,2,2,0,2,Negative
46896,1,59,99,128,125,2,0,2,1,1,2,1,0,2,2,0,2,Negative
46898,4,63,99,148,19,1,3,4,1,3,1,2,0,2,2,0,2,Negative
46900,0.08333333333333333,8,100,92,49,2,1,1,2,3,2,1,0,2,0,0,2,Negative
46909,3,55,105,124,28,2,1,0,3,1,0,0,1,1,0,0,3,Positive
46913,10,80,99,127,136,0,1,2,2,1,2,2,0,2,2,0,2,Negative
46918,0.6666666666666666,90,101,173,45,2,0,2,3,1,2,0,0,2,0,0,2,Negative
46919,2,43,102,115,130,2,1,1,3,3,0,1,0,2,2,1,2,Negative
46921,2,58,99,113,24,2,2,2,1,1,2,1,0,2,0,0,2,Negative
46922,5,25,100,176,42,1,3,4,1,2,0,2,1,2,2,0,2,Negative
46923,6,36,100,146,41,2,2,2,3,3,0,0,0,2,2,0,2,Negative
46936,4,7,102,102,142,2,0,1,3,3,0,2,0,2,0,0,2,Negative
46937,0.019230769230769232,11,101,97,133,2,0,1,2,3,0,2,0,2,2,1,2,Negative
46944,1,69,104,170,26,2,2,4,3,1,0,2,1,1,0,1,3,Positive
46951,0.16666666666666666,70,100,98,131,0,2,4,3,1,2,1,0,2,2,0,2,Negative
46955,0.16666666666666666,28,102,184,41,2,0,4,1,1,0,2,0,2,2,0,2,Negative
46957,2,8,99,122,23,1,3,4,1,2,2,2,0,2,2,0,2,Negative
46967,5,39,99,178,24,1,3,1,1,1,0,0,0,2,2,1,2,Negative
46968,2,5,100,165,50,0,2,4,3,3,2,2,0,2,2,0,2,Negative
46970,6,6,101,129,122,2,1,4,3,3,0,0,0,2,2,0,2,Negative
46971,2,81,102,94,21,2,0,1,1,3,1,2,0,2,2,0,2,Negative
46972,0.16666666666666666,75,102,185,41,2,2,4,3,0,2,0,0,2,2,0,0,Negative
46975,3,46,99,106,35,0,1,4,1,1,2,2,0,2,2,0,2,Negative
46982,1,66,101,187,34,2,0,1,3,2,2,0,0,2,2,0,2,Negative
46984,2,53,99,144,55,2,1,2,1,2,0,2,0,2,2,0,2,Negative
46985,0.4166666666666667,43,101,135,27,2,2,1,3,3,0,2,0,2,2,0,2,Negative
46989,1,75,101,150,23,2,0,1,2,3,2,0,0,2,2,0,2,Negative
46992,0.16666666666666666,44,99,144,34,2,0,2,1,3,0,0,0,2,2,0,2,Negative
46998,2,33,100,186,49,2,1,1,1,3,1,0,0,2,2,0,2,Negative
47001,3,67,99,89,45,2,0,4,3,3,0,2,0,2,2,0,2,Negative
47002,4,30,100,105,39,1,3,1,3,0,2,2,0,2,2,0,2,Negative
47003,7,43,103,112,144,2,2,2,2,0,2,2,1,1,1,1,0,Positive
47004,0.9166666666666666,73,100,159,143,2,0,2,2,1,2,2,0,2,2,0,2,Negative
47005,1,29,105,106,129,2,0,2,1,3,0,0,1,1,1,0,0,Positive
47008,3,64,102,110,56,1,3,4,1,3,1,2,0,2,2,0,2,Negative
47009,2,47,102,93,48,2,1,4,1,3,1,2,0,2,0,0,2,Negative
47010,1,86,102,136,46,2,0,1,3,1,1,2,0,2,2,0,2,Negative
47013,2,30,101,120,43,2,2,1,2,3,0,1,0,0,2,0,2,Negative
47016,1,62,101,98,21,2,0,4,1,3,2,1,0,2,2,0,2,Negative
47022,5,16,100,115,137,1,3,4,1,1,2,2,0,2,2,0,2,Negative
47028,0.16666666666666666,17,99,154,32,2,2,4,1,1,1,2,0,2,2,0,4,Negative
47029,5,47,100,165,138,2,2,4,3,3,2,2,0,2,0,0,2,Negative
47031,2,82,100,152,57,2,1,1,1,1,2,2,0,2,2,0,0,Negative
47038,8,29,99,164,135,2,0,4,3,1,2,2,0,2,2,0,2,Negative
47044,1,89,103,133,23,2,2,4,2,1,1,0,1,0,1,1,2,Positive
47047,0.08333333333333333,46,99,188,35,1,3,4,3,3,2,0,0,2,2,0,2,Negative
47057,1,42,101,120,42,1,3,2,0,3,2,2,0,2,2,0,2,Negative
47061,3,25,99,135,48,1,3,1,1,3,2,0,0,0,2,0,2,Negative
47071,1,150,102,103,21,2,0,4,3,2,0,2,0,2,2,0,4,Negative
47073,4,42,105,128,33,2,2,2,3,1,0,1,0,2,1,1,2,Positive
47077,0.4166666666666667,87,99,123,20,2,0,2,1,2,1,2,0,0,2,0,2,Negative
47078,1,48,100,179,18,2,1,4,1,2,2,2,0,2,0,0,2,Negative
47080,15,49,99,128,137,2,2,2,0,3,2,0,0,2,2,1,2,Negative
47081,2,70,105,116,60,0,1,2,1,3,0,0,1,1,0,1,2,Positive
47085,1,32,99,125,144,1,3,4,3,3,0,2,0,2,2,0,2,Negative
47087,1,73,100,190,23,2,1,1,3,3,2,2,0,2,2,0,2,Negative
47088,1,53,101,158,131,1,3,1,1,3,0,0,0,2,2,0,2,Negative
47089,2,72,102,167,25,1,3,4,1,1,0,2,0,2,2,0,2,Negative
47092,1,31,101,139,142,2,2,4,3,3,0,0,0,2,2,0,2,Negative
47094,0.08333333333333333,8,100,164,30,1,3,2,1,0,2,0,0,2,0,0,2,Negative
47095,0.08333333333333333,56,101,90,125,2,0,3,3,3,1,2,0,2,2,1,2,Negative
47099,8,77,101,186,143,2,2,1,1,3,1,2,0,2,2,0,2,Negative
47100,3,17,105,96,139,2,2,4,3,1,2,0,1,0,1,0,2,Positive
47102,1,21,102,151,49,2,0,4,1,3,2,2,0,2,0,0,2,Negative
47106,2,28,100,136,142,2,0,1,2,3,2,2,0,2,2,0,2,Negative
47108,12,76,104,96,36,2,1,2,3,2,1,0,0,1,1,0,2,Positive
47112,0.08333333333333333,34,99,127,42,0,1,1,0,1,2,2,0,2,0,0,2,Negative
47114,4,85,100,123,28,1,3,4,1,1,2,2,0,2,2,0,2,Negative
47117,4,7,100,154,25,2,0,2,1,3,0,2,0,2,2,0,2,Negative
47118,2,58,101,117,31,2,2,2,1,2,0,2,0,2,2,1,2,Negative
47124,6,39,102,155,26,1,3,4,1,1,0,2,0,2,2,0,0,Negative
47125,0.08333333333333333,69,103,161,30,1,3,1,3,1,2,0,1,2,1,0,0,Positive
47126,3,57,101,91,38,2,0,1,2,1,1,2,0,2,2,0,2,Negative
47127,0.6666666666666666,13,101,160,124,2,1,0,1,1,2,0,0,2,2,0,2,Negative
47136,0.75,41,105,163,44,0,2,2,3,3,1,0,1,1,2,1,2,Positive
47138,1,34,102,138,148,2,1,4,2,3,2,2,0,2,2,0,2,Negative
47141,2,142,103,171,146,2,2,2,1,2,0,0,0,2,1,1,0,Positive
47146,2,57,101,95,46,2,0,2,0,3,0,0,0,0,0,0,2,Negative
47148,1,56,100,156,41,2,0,0,1,3,2,2,0,2,2,0,2,Negative
