age,weight_lbs,temperature,heart_rate_bpm,resp_rate_bpm,mm,crt,mentation,vomiting,diarrhea,inappetence,lethargic,lameness,muscle_pain,joint_swelling,reported_weight_loss,skin_condition,is_4dx_tested
3.0,34,100,187,42,Pink,>2 sec,BAR,Mild,Mild,None,None,None,None,Mild,None,Bruising,Negative
0.5,34,99,118,28,Pink,<1 sec,Dull/Depressed,Mild,None,None,Mild,None,Mild,None,None,Normal,Negative
1.0,77,102,166,148,Pink,>2 sec,BAR,Moderate,Mild,None,Mild,None,None,Mild,None,Normal,Negative
0.4166666666666667,147,102,139,53,Pink,>2 sec,BAR,Mild,None,None,None,None,None,None,None,Bruising,Negative
1.0,75,100,90,33,Light Pink,1-2 sec,QAR,None,Moderate,Moderate,Mild,None,None,None,Present,Normal,Negative
2.0,33,102,159,58,Pink,<1 sec,BAR,None,None,None,None,None,None,None,None,Bruising,Negative
1.0,40,102,134,58,Light Pink,1-2 sec,QAR,None,Mild,None,None,None,None,None,None,Bruising,Negative
1.0,49,99,174,21,Pink,1-2 sec,Dull/Depressed,None,None,Mild,None,None,None,Mild,None,Normal,Negative
2.0,22,99,160,33,Pink,>2 sec,Dull/Depressed,Mild,None,None,None,None,None,None,None,Normal,Negative
0.0,84,102,164,120,Pink,>2 sec,Dull/Depressed,Chronic,Mild,None,None,None,None,None,None,Normal,Negative
0.0,42,101,179,142,Pink,1-2 sec,Anxious/Agitated,None,Mild,None,Mild,Present,None,Mild,None,Normal,Negative
0.0,66,101,164,57,Pink,1-2 sec,BAR,Mild,None,Moderate,None,None,None,Mild,None,Bruising,Negative
0.3333333333333333,36,101,109,56,Pink,1-2 sec,Dull/Depressed,None,Mild,Mild,None,Present,Mild,None,None,Normal,Negative
2.0,31,101,176,123,Pale,UTO,Dull/Depressed,Moderate,Mild,Mild,None,None,None,None,None,Irritation,Negative
1.0,6,102,145,36,Pink,<1 sec,Dull/Depressed,Mild,None,None,None,None,None,None,None,Normal,Negative
1.0,73,101,101,22,Pink,<1 sec,Dull/Depressed,Mild,Mild,Moderate,Mild,None,None,None,None,Bruising,Negative
0.07692307692307693,33,102,100,36,Pink,1-2 sec,QAR,None,Mild,None,None,None,Mild,None,None,Normal,Negative
0.07692307692307693,20,103,190,51,Pink,1-2 sec,BAR,Mild,None,None,Mild,None,Moderate,Mild,Present,Normal,Positive
0.010958904109589041,28,99,120,48,Pink,1-2 sec,QAR,Mild,Mild,None,None,None,Mild,None,None,Normal,Negative
0.5833333333333334,53,102,149,142,Pink,<1 sec,Anxious/Agitated,None,Mild,None,Mild,None,None,None,None,Bruising,Negative
1.0,64,99,189,23,Pink,1-2 sec,QAR,Chronic,None,Moderate,Mild,None,None,None,Present,Normal,Negative
1.0,87,102,143,124,Pink,1-2 sec,Dull/Depressed,Mild,Mild,Mild,Mild,None,None,None,Present,Normal,Negative
9.0,41,100,135,22,Pink,1-2 sec,QAR,None,Mild,Moderate,Mild,None,None,None,None,Normal,Negative
1.0,71,104,171,150,Light Pink,>2 sec,QAR,None,Mild,Mild,Mild,None,Moderate,Mild,None,Normal,Positive
0.08333333333333333,90,102,146,45,Pink,1-2 sec,QAR,Mild,Mild,None,None,None,None,None,None,Normal,Negative
0.9166666666666666,6,100,120,43,Pink,1-2 sec,BAR,None,Mild,None,Moderate,None,None,None,None,Bruising,Negative
1.0,32,105,166,55,Pink,<1 sec,Dull/Depressed,Chronic,None,Mild,Moderate,Present,Mild,Moderate,Present,Bruising,Positive
3.0,82,99,100,48,Light Pink,1-2 sec,Dull/Depressed,None,None,None,Moderate,None,None,None,None,Normal,Negative
7.0,59,100,114,46,Pink,<1 sec,Dull/Depressed,Mild,None,Mild,Mild,None,None,None,None,Normal,Negative
0.08333333333333333,66,105,92,42,Pink,>2 sec,Dull/Depressed,Moderate,Mild,Mild,Moderate,Present,Mild,Moderate,Present,Normal,Positive
0.5,37,103,147,149,Pink,1-2 sec,Dull/Depressed,None,Mild,None,Mild,Present,Mild,Moderate,Present,Petechiae,Positive
14.0,28,99,127,19,Pale,UTO,BAR,Moderate,Mild,None,None,None,None,None,Present,Normal,Negative
1.0,15,101,94,130,Pale,UTO,BAR,Mild,None,Mild,Mild,None,None,None,None,Normal,Negative
2.0,19,100,180,140,Pale,UTO,Dull/Depressed,None,None,Severe,Mild,None,Mild,None,None,Normal,Negative
2.0,45,102,100,44,Pink,1-2 sec,BAR,Mild,Chronic,Mild,None,Present,None,None,None,Normal,Negative
0.3333333333333333,22,100,162,133,Pink,>2 sec,BAR,None,None,Mild,None,None,None,None,None,Normal,Negative
5.0,48,99,92,18,Pink,1-2 sec,BAR,Mild,Mild,None,None,None,None,None,None,Normal,Negative
0.75,80,101,170,140,Pink,>2 sec,QAR,Moderate,Moderate,None,None,None,None,None,None,Normal,Negative
2.0,49,102,97,40,Pale,UTO,Dull/Depressed,None,Mild,None,Mild,Present,None,None,None,Normal,Negative
3.0,60,102,102,132,Pink,1-2 sec,Dull/Depressed,Mild,None,Mild,None,None,None,None,None,Normal,Negative
2.0,78,99,121,36,Pink,1-2 sec,QAR,None,None,Moderate,None,None,None,None,Present,Normal,Negative
4.0,43,102,140,137,Light Pink,1-2 sec,BAR,Chronic,Moderate,None,Mild,None,None,Mild,None,Normal,Negative
2.0,70,99,104,30,Pale,UTO,Dull/Depressed,Mild,Mild,Moderate,None,None,None,Mild,None,Normal,Negative
2.0,13,100,114,59,Pink,1-2 sec,Dull/Depressed,Mild,None,Mild,Moderate,None,None,None,None,Normal,Negative
2.0,86,102,133,43,Light Pink,1-2 sec,BAR,None,None,None,Moderate,None,None,None,None,Normal,Negative
8.0,7,99,164,55,Pink,>2 sec,QAR,Mild,None,None,Mild,None,None,None,None,Normal,Negative
2.0,73,102,138,125,Pink,1-2 sec,QAR,Mild,Moderate,Mild,Mild,None,None,None,None,Normal,Negative
3.0,86,100,146,21,Pink,1-2 sec,BAR,Mild,Mild,Mild,None,None,None,Mild,None,Normal,Negative
2.0,52,99,135,42,Pink,1-2 sec,QAR,Mild,Mild,None,None,None,None,None,None,Normal,Negative
1.0,27,103,183,134,Pink,>2 sec,Dull/Depressed,Mild,Mild,Severe,Moderate,None,Moderate,None,None,Petechia,Positive
3.0,64,100,119,51,Pale,UTO,QAR,Moderate,Mild,Mild,Moderate,None,None,None,None,Normal,Negative
6.0,33,101,145,27,Pink,1-2 sec,BAR,None,Mild,None,Mild,None,None,None,None,Normal,Negative
2.0,49,101,121,47,Light Pink,>2 sec,BAR,None,None,None,Mild,None,None,None,None,Normal,Negative
14.0,83,100,127,42,Pink,>2 sec,BAR,Moderate,Mild,Mild,None,None,Mild,None,None,Normal,Negative
2.0,88,102,163,60,Light Pink,1-2 sec,BAR,Mild,Mild,Mild,Mild,None,None,None,None,Normal,Negative
2.0,30,101,173,32,Pink,>2 sec,QAR,Mild,None,None,None,None,Mild,None,Present,Bruising,Negative
0.5,52,100,123,38,Pink,1-2 sec,Dull/Depressed,None,None,Mild,Mild,None,None,None,Present,Normal,Negative
1.0,6,102,89,141,Pink,>2 sec,QAR,Mild,Mild,Mild,Moderate,None,None,None,None,Bruising,Negative
0.25,5,100,133,24,Light Pink,1-2 sec,BAR,Mild,Moderate,None,None,None,None,Mild,None,Normal,Negative
4.0,25,99,153,31,Pink,1-2 sec,BAR,Mild,Moderate,Moderate,Moderate,None,Mild,None,None,Normal,Negative
2.0,58,101,163,26,Pink,1-2 sec,BAR,Mild,Chronic,None,Mild,None,None,Mild,None,Petechiae,Negative
6.0,69,102,101,32,Pink,<1 sec,QAR,None,Mild,Mild,Mild,None,None,None,None,Normal,Negative
3.0,57,100,122,35,Pink,>2 sec,Anxious/Agitated,Chronic,None,None,None,None,Mild,Mild,Present,Normal,Negative
1.0,33,102,94,138,Pale,UTO,QAR,Mild,Moderate,Mild,Mild,None,None,None,None,Normal,Negative
2.0,77,101,110,143,Pink,1-2 sec,Dull/Depressed,Mild,Mild,None,None,None,None,None,None,Bruising,Negative
1.0,76,104,172,20,Pink,>2 sec,BAR,Mild,Moderate,Mild,Mild,Present,Moderate,Moderate,Present,Petechia,Positive
2.0,43,101,106,39,Light Pink,1-2 sec,QAR,None,Moderate,None,Mild,None,None,None,None,Normal,Negative
2.0,78,102,141,19,Pink,1-2 sec,BAR,None,Moderate,Mild,Mild,None,Mild,None,None,Normal,Negative
1.0,22,99,92,37,Light Pink,>2 sec,QAR,None,None,None,None,None,None,None,None,Normal,Negative
8.0,10,103,151,60,Pink,1-2 sec,Dull/Depressed,None,Mild,Mild,Moderate,Present,Moderate,Mild,None,Normal,Positive
1.0,128,101,188,130,Pale,UTO,BAR,None,Mild,Moderate,None,None,None,None,None,Normal,Negative
0.9166666666666666,67,102,158,30,Pink,1-2 sec,QAR,None,None,None,None,None,None,None,None,Normal,Negative
0.5833333333333334,43,102,168,31,Pink,>2 sec,BAR,Mild,Mild,None,None,None,None,None,None,Normal,Negative
14.0,15,99,135,36,Pink,1-2 sec,Dull/Depressed,Chronic,None,Moderate,None,None,None,Mild,None,Normal,Negative
4.0,30,99,164,18,Pink,1-2 sec,BAR,Mild,None,Mild,None,None,Mild,None,None,Normal,Negative
0.3333333333333333,65,100,133,135,Pink,>2 sec,Dull/Depressed,None,Mild,Severe,Moderate,None,None,Mild,None,Normal,Negative
3.0,57,100,100,46,Light Pink,1-2 sec,QAR,None,None,None,Moderate,Present,None,None,None,Normal,Negative
4.0,73,101,88,26,Pink,1-2 sec,QAR,Moderate,Mild,Moderate,Mild,None,Mild,None,None,Normal,Negative
2.0,41,101,136,32,Pink,1-2 sec,QAR,Mild,None,Moderate,None,None,None,None,None,Bruising,Negative
0.25,9,102,159,39,Light Pink,>2 sec,BAR,None,None,None,None,None,Mild,None,None,Normal,Negative
1.0,20,99,89,44,Pink,>2 sec,BAR,None,Moderate,None,None,None,None,None,None,Bruising,Negative
7.0,63,101,164,55,Pale,UTO,BAR,Mild,Mild,None,Mild,None,None,None,None,Normal,Negative
0.3333333333333333,17,100,167,53,Pink,1-2 sec,BAR,None,None,None,Moderate,None,None,None,None,Normal,Negative
2.0,44,102,111,150,Pink,1-2 sec,Dull/Depressed,Mild,Moderate,None,None,None,None,Mild,None,Normal,Negative
7.0,79,102,103,46,Pink,<1 sec,BAR,Moderate,Mild,Mild,Mild,None,None,None,None,Normal,Negative
1.0,33,100,106,135,Pink,>2 sec,QAR,Mild,Mild,Moderate,None,None,None,None,None,Irritation,Negative
0.16666666666666666,16,99,160,50,Pink,<1 sec,BAR,None,None,None,None,None,Mild,None,None,Irritation,Negative
0.08333333333333333,55,101,186,19,Pink,1-2 sec,QAR,None,None,Mild,Moderate,None,Mild,None,None,Normal,Negative
0.25,87,101,134,59,Pink,<1 sec,BAR,Mild,Mild,None,None,None,None,None,None,Normal,Negative
0.5833333333333334,42,102,109,139,Pink,1-2 sec,Dull/Depressed,Chronic,Moderate,Moderate,None,None,None,None,None,Normal,Negative
3.0,36,99,154,34,Pale,UTO,BAR,Mild,None,Mild,None,None,None,None,None,Normal,Negative
2.0,12,100,162,39,Pink,<1 sec,Dull/Depressed,Mild,None,None,None,None,None,None,None,Normal,Negative
2.0,36,101,88,58,Pink,1-2 sec,Dull/Depressed,Moderate,Mild,Moderate,Mild,None,None,None,None,Bruising,Negative
1.0,70,105,139,34,Pink,>2 sec,Dull/Depressed,Mild,Mild,Mild,Mild,Present,Moderate,Moderate,Present,Normal,Positive
0.25,73,100,144,55,Pink,<1 sec,QAR,Mild,Moderate,None,Mild,None,None,None,None,Normal,Negative
12.0,14,101,189,146,Pink,>2 sec,BAR,Mild,Mild,Mild,None,None,None,Mild,Present,Normal,Negative
1.0,45,99,188,31,Light Pink,1-2 sec,BAR,None,Mild,None,None,None,None,Moderate,Present,Normal,Negative
1.0,79,101,183,125,Pink,>2 sec,BAR,None,Mild,None,None,None,None,None,None,Normal,Negative
3.0,7,102,95,147,Pink,1-2 sec,Dull/Depressed,Mild,Mild,Mild,Mild,None,None,None,None,Normal,Negative
0.5,87,102,179,125,Light Pink,1-2 sec,QAR,None,Moderate,None,Mild,None,Mild,None,None,Normal,Negative
3.0,64,100,136,132,Pink,1-2 sec,BAR,None,None,None,None,None,None,Mild,None,Normal,Negative
3.0,33,101,175,30,Pink,1-2 sec,Dull/Depressed,None,None,None,None,None,None,None,None,Normal,Negative
8.0,30,99,189,29,Pink,>2 sec,Dull/Depressed,Moderate,Moderate,None,None,None,None,None,None,Normal,Negative
14.0,81,99,96,19,Pink,1-2 sec,QAR,Mild,None,None,None,None,None,None,None,Normal,Negative
5.0,64,101,137,25,Pale,UTO,QAR,Mild,Mild,None,Moderate,None,None,None,None,Normal,Negative
1.0,6,102,153,32,Light Pink,>2 sec,QAR,None,None,Mild,Mild,None,None,None,None,Irritation,Negative
6.0,74,100,127,28,Pale,UTO,BAR,Mild,Mild,None,Moderate,None,Mild,None,None,Normal,Negative
0.16666666666666666,49,101,157,126,Pink,1-2 sec,Dull/Depressed,None,None,Mild,Mild,None,None,None,None,Normal,Negative
0.08333333333333333,8,99,165,33,Pink,<1 sec,Dull/Depressed,None,None,Mild,None,None,Mild,None,None,Normal,Negative
0.08333333333333333,5,100,96,43,Pink,1-2 sec,BAR,Mild,None,None,Moderate,None,None,None,None,Normal,Negative
5.0,14,102,129,19,Light Pink,1-2 sec,QAR,None,None,Mild,Mild,None,None,Mild,None,Normal,Negative
10.0,55,102,118,44,Pink,1-2 sec,Dull/Depressed,None,None,None,Mild,None,None,Mild,None,Bruising,Negative
10.0,67,103,88,45,Pink,1-2 sec,Obtunded,None,Mild,Severe,Mild,None,Moderate,Moderate,Present,Normal,Positive
1.0,39,103,93,40,Pink,>2 sec,QAR,Mild,None,None,Mild,None,Moderate,None,Present,Normal,Positive
9.0,84,101,159,37,Pink,>2 sec,Dull/Depressed,Mild,None,Mild,Mild,None,None,None,None,Normal,Negative
8.0,15,100,120,40,Pink,<1 sec,QAR,Chronic,None,None,None,None,Mild,None,None,Petechiae,Negative
12.0,61,101,107,148,Pink,1-2 sec,QAR,Mild,None,Mild,Mild,None,None,Mild,None,Normal,Negative
0.16666666666666666,22,101,98,29,Pink,1-2 sec,Dull/Depressed,None,Moderate,None,None,None,None,None,None,Normal,Negative
5.0,18,104,102,48,Pale,UTO,Dull/Depressed,None,Moderate,Mild,Mild,Present,Moderate,Moderate,Present,Petechia,Positive
1.0,18,99,125,55,Pink,1-2 sec,Dull/Depressed,None,None,Mild,Mild,None,None,None,None,Normal,Negative
6.0,6,101,140,128,Pink,>2 sec,BAR,Mild,None,None,Mild,None,None,None,Present,Normal,Negative
0.16666666666666666,20,99,190,40,Pink,<1 sec,Dull/Depressed,None,None,None,Mild,None,None,None,None,Normal,Negative
0.5833333333333334,36,101,167,29,Pink,1-2 sec,QAR,None,Mild,None,None,None,None,None,None,Normal,Negative
6.0,58,100,96,121,Pink,1-2 sec,Dull/Depressed,Moderate,Mild,None,None,None,None,None,None,Normal,Negative
0.4166666666666667,81,100,161,123,Pink,1-2 sec,BAR,None,Chronic,None,Mild,None,None,None,None,Normal,Negative
2.0,79,99,92,56,Pink,1-2 sec,Dull/Depressed,Mild,Mild,Mild,None,None,None,None,None,Normal,Negative
1.0,51,100,103,31,Pink,>2 sec,BAR,None,None,None,None,None,None,None,None,Normal,Negative
1.0,36,102,154,37,Pink,<1 sec,Dull/Depressed,None,Moderate,None,None,None,Mild,None,Present,Normal,Negative
3.0,87,99,183,33,Pink,<1 sec,Dull/Depressed,Mild,None,Mild,None,None,None,None,None,Petechiae,Negative
3.0,83,100,187,41,Pink,<1 sec,QAR,None,Chronic,None,Moderate,None,None,None,None,Normal,Negative
7.0,42,99,89,36,Pink,1-2 sec,Dull/Depressed,Mild,None,None,None,None,Mild,None,None,Normal,Negative
2.0,77,100,103,25,Light Pink,>2 sec,BAR,Chronic,Mild,None,Mild,None,None,None,None,Normal,Negative
0.75,38,102,132,135,Pink,1-2 sec,BAR,Mild,Mild,Moderate,None,Present,None,Mild,None,Normal,Negative
0.4166666666666667,28,102,166,20,Pink,1-2 sec,BAR,None,Chronic,None,Mild,None,Mild,None,Present,Normal,Negative
1.0,65,103,115,31,Pink,1-2 sec,Dull/Depressed,Chronic,Mild,Mild,Mild,None,Moderate,Moderate,None,Normal,Positive
7.0,24,100,133,147,Pink,<1 sec,BAR,None,Mild,None,None,None,None,None,None,Normal,Negative
0.16666666666666666,62,101,186,49,Pink,1-2 sec,Dull/Depressed,Mild,None,None,None,None,None,None,None,Normal,Negative
6.0,17,100,131,135,Pink,>2 sec,BAR,None,None,Mild,Moderate,None,None,None,None,Normal,Negative
2.0,75,101,147,39,Pink,>2 sec,Anxious/Agitated,Moderate,Moderate,Mild,None,None,None,None,Present,Normal,Negative
0.0,38,100,161,134,Pink,<1 sec,Dull/Depressed,Mild,Mild,None,None,None,None,None,None,Normal,Negative
5.0,12,101,176,49,Pink,<1 sec,BAR,Moderate,Mild,Moderate,None,None,Moderate,None,None,Normal,Negative
0.16666666666666666,69,99,107,55,Pale,UTO,Dull/Depressed,Mild,Mild,Mild,None,None,None,Mild,None,Normal,Negative
0.16666666666666666,49,102,124,55,Pink,1-2 sec,BAR,None,None,None,Moderate,None,None,Mild,None,Normal,Negative
2.0,20,102,131,144,Pale,UTO,Dull/Depressed,Mild,Mild,None,None,None,Mild,Mild,None,Normal,Negative
0.16666666666666666,19,101,125,52,Pink,<1 sec,QAR,None,None,None,Mild,None,None,None,None,Normal,Negative
0.16666666666666666,27,99,139,45,Pink,1-2 sec,BAR,None,None,None,None,None,None,None,None,Normal,Negative
2.0,68,100,179,135,Pink,<1 sec,QAR,Mild,Mild,Mild,Mild,None,None,None,Present,Normal,Negative
0.4166666666666667,5,101,129,44,Pink,1-2 sec,BAR,None,Moderate,Mild,Mild,None,None,Mild,Present,Normal,Negative
1.0,11,102,172,31,Pink,<1 sec,BAR,Mild,Mild,None,None,None,None,None,None,Normal,Negative
4.0,43,100,97,134,Light Pink,1-2 sec,BAR,None,Mild,None,None,None,None,Mild,None,Normal,Negative
0.16666666666666666,46,102,113,38,Pink,>2 sec,QAR,Chronic,None,Mild,Mild,None,Mild,None,None,Normal,Negative
0.16666666666666666,33,99,109,138,Pale,UTO,QAR,Mild,None,None,None,None,None,None,None,Normal,Negative
0.16666666666666666,81,103,115,47,Pink,1-2 sec,Dull/Depressed,Mild,None,Mild,Moderate,None,None,Mild,None,Normal,Positive
0.16666666666666666,82,105,119,57,Pink,>2 sec,Dull/Depressed,None,None,Severe,Mild,None,None,Mild,Present,Irritation,Positive
3.0,84,104,155,35,Pink,1-2 sec,Dull/Depressed,None,Mild,Mild,Mild,Present,Mild,None,None,Bruising,Positive
0.16666666666666666,90,100,151,58,Pink,1-2 sec,BAR,None,Chronic,None,None,None,None,None,None,Normal,Negative
1.0,27,100,175,31,Pink,1-2 sec,QAR,Mild,Moderate,None,Moderate,None,None,None,Present,Normal,Negative
9.0,23,101,127,142,Pink,1-2 sec,Dull/Depressed,Moderate,None,Mild,None,None,None,None,None,Normal,Negative
1.0,83,100,154,43,Pale,UTO,BAR,None,Mild,None,Mild,None,None,None,Present,Normal,Negative
0.16666666666666666,35,102,93,121,Pale,UTO,QAR,None,Mild,None,None,None,Mild,None,None,Normal,Negative
0.3333333333333333,88,100,111,125,Pink,>2 sec,QAR,None,None,Mild,Mild,None,None,None,None,Normal,Negative
4.0,69,102,135,59,Pink,1-2 sec,Dull/Depressed,None,Moderate,Mild,Mild,Present,None,None,None,Bruising,Negative
2.0,58,101,119,143,Pale,UTO,Dull/Depressed,Mild,Mild,None,None,None,None,None,None,Normal,Negative
1.0,53,99,142,18,Pink,>2 sec,QAR,None,None,None,Mild,None,None,Mild,None,Normal,Negative
3.0,49,100,136,32,Light Pink,1-2 sec,BAR,None,Mild,None,None,None,Mild,None,None,Normal,Negative
2.0,49,100,153,141,Light Pink,1-2 sec,Dull/Depressed,Mild,Mild,None,Mild,None,None,None,None,Normal,Negative
0.75,71,100,187,127,Pale,UTO,QAR,None,Moderate,None,None,None,None,Mild,None,Normal,Negative
2.0,29,100,109,18,Pink,<1 sec,BAR,None,Mild,None,Mild,None,None,Mild,None,Normal,Negative
0.16666666666666666,88,101,115,18,Pink,1-2 sec,Dull/Depressed,None,Mild,None,None,None,None,None,None,Normal,Negative
3.0,84,102,96,36,Light Pink,1-2 sec,Dull/Depressed,Mild,None,Mild,None,None,Mild,Mild,None,Normal,Negative
1.0,19,101,108,52,Pink,1-2 sec,BAR,Mild,Mild,Mild,None,None,None,None,None,Normal,Negative
4.0,25,100,101,52,Light Pink,<1 sec,BAR,Chronic,None,None,None,None,None,None,None,Normal,Negative
0.5,88,100,123,24,Pink,1-2 sec,BAR,None,Moderate,Mild,Mild,None,Mild,None,None,Normal,Negative
3.0,55,99,96,21,Pink,1-2 sec,BAR,Mild,Mild,None,None,None,Moderate,Mild,None,Normal,Negative
2.0,35,101,103,35,Pale,UTO,BAR,Mild,None,Severe,Moderate,None,None,Mild,None,Normal,Negative
2.0,39,101,168,35,Pink,1-2 sec,Dull/Depressed,Moderate,None,Moderate,Mild,None,None,Mild,None,Normal,Negative
15.0,28,102,122,144,Pink,1-2 sec,BAR,None,Chronic,None,Mild,None,None,None,None,Normal,Negative
2.0,44,100,129,139,Pink,1-2 sec,QAR,None,None,Moderate,Mild,None,None,Mild,None,Bruising,Negative
3.0,17,102,100,35,Pink,1-2 sec,Dull/Depressed,Chronic,None,Mild,Mild,None,None,None,None,Normal,Negative
0.08333333333333333,7,101,108,41,Light Pink,1-2 sec,BAR,Mild,Moderate,None,None,None,None,None,None,Irritation,Negative
3.0,68,99,135,34,Pink,1-2 sec,QAR,None,Mild,Moderate,None,None,None,None,None,Normal,Negative
5.0,25,102,112,122,Light Pink,<1 sec,BAR,None,None,None,Mild,None,None,None,None,Normal,Negative
7.0,13,99,135,137,Pink,<1 sec,QAR,None,None,None,None,None,Mild,None,None,Normal,Negative
1.0,7,101,170,40,Pink,1-2 sec,QAR,None,Moderate,None,None,None,None,None,None,Normal,Negative
10.0,52,101,169,56,Pink,>2 sec,QAR,Mild,Mild,None,Mild,None,Mild,None,None,Normal,Negative
2.0,7,102,145,133,Pale,UTO,QAR,Mild,Mild,None,None,None,None,None,None,Normal,Negative
10.0,44,105,111,32,Pink,1-2 sec,Dull/Depressed,None,Moderate,Mild,Mild,Present,Moderate,Mild,Present,Normal,Positive
3.0,15,100,162,44,Pink,<1 sec,QAR,Mild,None,None,None,Present,None,None,None,Normal,Negative
0.4166666666666667,48,100,170,33,Pale,UTO,QAR,None,None,Mild,Mild,None,None,None,None,Normal,Negative
4.0,42,102,133,44,Light Pink,>2 sec,BAR,None,Mild,Mild,None,None,None,Mild,None,Normal,Negative
2.0,59,102,113,43,Pink,<1 sec,QAR,None,None,None,None,None,None,None,Present,Normal,Negative
0.16666666666666666,22,100,170,132,Pink,<1 sec,BAR,Mild,None,None,None,None,None,None,None,Normal,Negative
0.75,51,103,166,20,Pink,1-2 sec,Dull/Depressed,None,Moderate,Mild,Mild,Present,Moderate,Moderate,None,Normal,Positive
0.9166666666666666,65,100,125,26,Pink,1-2 sec,BAR,Mild,Mild,None,Mild,None,None,None,Present,Normal,Negative
0.9166666666666666,33,103,164,26,Light Pink,1-2 sec,BAR,Mild,None,Severe,Mild,Present,None,None,None,Bruising,Positive
2.0,9,99,108,32,Pale,UTO,BAR,Mild,None,Moderate,Moderate,None,Mild,None,None,Normal,Negative
2.0,37,100,156,57,Pink,1-2 sec,QAR,None,Moderate,None,Moderate,None,Mild,Mild,Present,Normal,Negative
1.0,64,100,111,143,Pink,>2 sec,BAR,None,Mild,Moderate,Mild,None,None,None,None,Normal,Negative
1.0,87,101,104,21,Light Pink,1-2 sec,BAR,None,Moderate,Mild,Mild,None,None,Mild,None,Normal,Negative
1.0,67,100,126,124,Light Pink,1-2 sec,Dull/Depressed,None,None,None,None,None,None,None,None,Normal,Negative
0.5,50,100,111,42,Pale,UTO,BAR,Chronic,None,Mild,Mild,Present,None,None,None,Normal,Negative
7.0,46,99,101,43,Pink,1-2 sec,BAR,Mild,Mild,None,Moderate,None,None,Mild,None,Normal,Negative
5.0,82,101,169,29,Pink,<1 sec,QAR,Mild,Moderate,Mild,Moderate,None,None,None,None,Bruising,Negative
5.0,88,102,180,29,Pink,1-2 sec,Dull/Depressed,None,None,None,Mild,None,None,None,None,Normal,Negative
0.5833333333333334,52,101,93,42,Pink,<1 sec,BAR,None,Mild,None,None,None,None,None,None,Normal,Negative
3.0,44,99,173,33,Pink,1-2 sec,BAR,None,Mild,None,None,None,None,Moderate,None,Normal,Negative
5.0,74,102,88,132,Pink,>2 sec,Dull/Depressed,Moderate,None,None,None,None,None,None,None,Normal,Negative
1.0,22,101,173,139,Pale,UTO,Dull/Depressed,None,Mild,Mild,None,None,None,Mild,None,Normal,Negative
11.0,87,101,152,44,Pink,1-2 sec,BAR,Moderate,Mild,None,None,None,None,None,None,Normal,Negative
1.0,72,102,140,55,Pale,UTO,QAR,None,Mild,None,None,None,None,None,None,Bruising,Negative
1.0,18,99,144,28,Light Pink,<1 sec,BAR,Mild,Mild,None,None,None,None,None,None,Bruising,Negative
3.0,86,101,157,39,Pale,UTO,BAR,Mild,None,Moderate,None,None,None,None,None,Normal,Negative
10.0,90,101,175,60,Pink,1-2 sec,QAR,Moderate,Mild,None,None,None,None,None,None,Normal,Negative
2.0,79,101,120,59,Pink,>2 sec,BAR,Mild,Mild,Mild,None,Present,None,None,None,Normal,Negative
6.0,127,100,105,41,Pink,1-2 sec,BAR,Chronic,Mild,None,None,None,None,None,None,Normal,Negative
1.0,50,105,168,48,Pink,1-2 sec,Dull/Depressed,Mild,Moderate,Mild,Mild,None,Moderate,Mild,Present,Bruising,Positive
2.0,80,99,123,18,Pink,1-2 sec,Dull/Depressed,None,Moderate,None,Mild,None,None,None,None,Normal,Negative
3.0,46,100,167,36,Pale,UTO,QAR,Chronic,Mild,Mild,Mild,None,None,None,None,Normal,Negative
2.0,56,102,114,20,Pink,>2 sec,BAR,Moderate,Mild,Mild,None,None,None,None,None,Normal,Negative
5.0,31,101,111,32,Pink,<1 sec,QAR,Moderate,None,None,Mild,None,None,None,Present,Bruising,Negative
2.0,64,100,130,21,Pink,1-2 sec,QAR,None,None,Mild,None,None,None,None,None,Normal,Negative
2.0,71,99,145,39,Pink,>2 sec,Dull/Depressed,Chronic,Mild,None,None,None,None,Mild,None,Normal,Negative
2.0,87,100,151,30,Light Pink,1-2 sec,BAR,Mild,Moderate,None,Mild,None,Mild,None,None,Normal,Negative
6.0,29,101,121,18,Light Pink,1-2 sec,Dull/Depressed,None,Mild,Mild,Mild,None,None,None,None,Normal,Negative
0.3333333333333333,36,102,97,32,Pale,UTO,Dull/Depressed,Mild,None,None,None,None,None,None,None,Normal,Negative
2.0,22,102,155,53,Pink,1-2 sec,Dull/Depressed,None,Mild,None,None,None,None,None,None,Normal,Negative
0.25,37,101,130,47,Pink,1-2 sec,Obtunded,Mild,Moderate,None,Mild,None,None,None,None,Normal,Negative
1.0,64,100,151,46,Pink,1-2 sec,QAR,Mild,None,Mild,Moderate,None,None,None,None,Normal,Negative
1.0,74,101,143,25,Pink,<1 sec,BAR,None,Moderate,Mild,None,None,None,None,None,Normal,Negative
2.0,86,100,189,26,Pink,1-2 sec,BAR,Chronic,None,None,Moderate,None,None,Mild,None,Normal,Negative
0.3333333333333333,74,101,180,136,Pink,1-2 sec,Dull/Depressed,Mild,Mild,Moderate,Moderate,None,None,None,None,Normal,Negative
5.0,51,101,113,58,Pale,UTO,BAR,Mild,Mild,None,Moderate,None,None,None,None,Normal,Negative
