fipscode,state,county,ixodes_scapularis_county_status_2016,ixodes_pacificus_county_status_2016,ixodes_scapularis_county_status_2018,ixodes_pacificus_county_status_2018,ixodes_scapularis_county_status_2019,ixodes_pacificus_county_status_2019,ixodes_scapularis_county_status_2020,ixodes_pacificus_county_status_2020,ixodes_scapularis_county_status_2021,ixodes_pacificus_county_status_2021
47069,TN,Hardeman County,No records,No records,Reported,No records,Established,No records,Established,No records,Established,No records
47071,TN,Hardin County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
47073,TN,Hawkins County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
47075,TN,Haywood County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
47077,TN,Henderson County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
47079,TN,Henry County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
47081,TN,Hickman County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
47083,TN,Houston County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
47085,TN,Humphreys County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
47087,TN,Jackson County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
47089,TN,Jefferson County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
47091,TN,Johnson County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
47093,TN,Knox County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
47095,TN,Lake County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
47097,TN,Lauderdale County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
47099,TN,Lawrence County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
47101,TN,Lewis County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
47103,TN,Lincoln County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
47105,TN,Loudon County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
47107,TN,McMinn County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
47109,TN,McNairy County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
47111,TN,Macon County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
47113,TN,Madison County,No records,No records,Reported,No records,Established,No records,Established,No records,Established,No records
47115,TN,Marion County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
47117,TN,Marshall County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
47119,TN,Maury County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
47121,TN,Meigs County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
47123,TN,Monroe County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
47125,TN,Montgomery County,Reported,No records,Reported,No records,Established,No records,Established,No records,Established,No records
47127,TN,Moore County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
47129,TN,Morgan County,No records,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
47131,TN,Obion County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
47133,TN,Overton County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
47135,TN,Perry County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
47137,TN,Pickett County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
47139,TN,Polk County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
47141,TN,Putnam County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
47143,TN,Rhea County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
47145,TN,Roane County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
47147,TN,Robertson County,No records,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
47149,TN,Rutherford County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
47151,TN,Scott County,Reported,No records,Reported,No records,Established,No records,Established,No records,Established,No records
47153,TN,Sequatchie County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
47155,TN,Sevier County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
47157,TN,Shelby County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
47159,TN,Smith County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
47161,TN,Stewart County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
47163,TN,Sullivan County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
47165,TN,Sumner County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
47167,TN,Tipton County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
47169,TN,Trousdale County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
47171,TN,Unicoi County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
47173,TN,Union County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
47175,TN,Van Buren County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
47177,TN,Warren County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
47179,TN,Washington County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
47181,TN,Wayne County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
47183,TN,Weakley County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
47185,TN,White County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
47187,TN,Williamson County,Reported,No records,Reported,No records,Established,No records,Established,No records,Established,No records
47189,TN,Wilson County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48001,TX,Anderson County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
48003,TX,Andrews County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48005,TX,Angelina County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
48007,TX,Aransas County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
48009,TX,Archer County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48011,TX,Armstrong County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48013,TX,Atascosa County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48015,TX,Austin County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
48017,TX,Bailey County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48019,TX,Bandera County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
48021,TX,Bastrop County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
48023,TX,Baylor County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48025,TX,Bee County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48027,TX,Bell County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
48029,TX,Bexar County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
48031,TX,Blanco County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
48033,TX,Borden County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48035,TX,Bosque County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48037,TX,Bowie County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
48039,TX,Brazoria County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
48041,TX,Brazos County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
48043,TX,Brewster County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48045,TX,Briscoe County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48047,TX,Brooks County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48049,TX,Brown County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48051,TX,Burleson County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48053,TX,Burnet County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48055,TX,Caldwell County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48057,TX,Calhoun County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48059,TX,Callahan County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48061,TX,Cameron County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
48063,TX,Camp County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48065,TX,Carson County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48067,TX,Cass County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
48069,TX,Castro County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48071,TX,Chambers County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48073,TX,Cherokee County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
48075,TX,Childress County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48077,TX,Clay County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48079,TX,Cochran County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48081,TX,Coke County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48083,TX,Coleman County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48085,TX,Collin County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48087,TX,Collingsworth County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48089,TX,Colorado County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
48091,TX,Comal County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48093,TX,Comanche County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48095,TX,Concho County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48097,TX,Cooke County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48099,TX,Coryell County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
48101,TX,Cottle County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48103,TX,Crane County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48105,TX,Crockett County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48107,TX,Crosby County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48109,TX,Culberson County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48111,TX,Dallam County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48113,TX,Dallas County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
48115,TX,Dawson County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48117,TX,Deaf Smith County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48119,TX,Delta County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48121,TX,Denton County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48123,TX,DeWitt County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48125,TX,Dickens County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48127,TX,Dimmit County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48129,TX,Donley County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48131,TX,Duval County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48133,TX,Eastland County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48135,TX,Ector County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48137,TX,Edwards County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
48139,TX,Ellis County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48141,TX,El Paso County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48143,TX,Erath County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48145,TX,Falls County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48147,TX,Fannin County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48149,TX,Fayette County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48151,TX,Fisher County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48153,TX,Floyd County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48155,TX,Foard County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48157,TX,Fort Bend County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
48159,TX,Franklin County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
48161,TX,Freestone County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
48163,TX,Frio County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48165,TX,Gaines County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48167,TX,Galveston County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48169,TX,Garza County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48171,TX,Gillespie County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48173,TX,Glasscock County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48175,TX,Goliad County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48177,TX,Gonzales County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48179,TX,Gray County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48181,TX,Grayson County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
48183,TX,Gregg County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
48185,TX,Grimes County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48187,TX,Guadalupe County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48189,TX,Hale County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48191,TX,Hall County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48193,TX,Hamilton County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
48195,TX,Hansford County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48197,TX,Hardeman County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48199,TX,Hardin County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48201,TX,Harris County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
48203,TX,Harrison County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
48205,TX,Hartley County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48207,TX,Haskell County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48209,TX,Hays County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
48211,TX,Hemphill County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48213,TX,Henderson County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
48215,TX,Hidalgo County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
48217,TX,Hill County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48219,TX,Hockley County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48221,TX,Hood County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48223,TX,Hopkins County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48225,TX,Houston County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
48227,TX,Howard County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48229,TX,Hudspeth County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48231,TX,Hunt County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
48233,TX,Hutchinson County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48235,TX,Irion County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48237,TX,Jack County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48239,TX,Jackson County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48241,TX,Jasper County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
48243,TX,Jeff Davis County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48245,TX,Jefferson County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
48247,TX,Jim Hogg County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48249,TX,Jim Wells County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48251,TX,Johnson County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48253,TX,Jones County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48255,TX,Karnes County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48257,TX,Kaufman County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48259,TX,Kendall County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48261,TX,Kenedy County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48263,TX,Kent County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48265,TX,Kerr County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
48267,TX,Kimble County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48269,TX,King County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48271,TX,Kinney County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48273,TX,Kleberg County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
48275,TX,Knox County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48277,TX,Lamar County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
48279,TX,Lamb County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48281,TX,Lampasas County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
48283,TX,La Salle County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48285,TX,Lavaca County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
48287,TX,Lee County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48289,TX,Leon County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
48291,TX,Liberty County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
48293,TX,Limestone County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48295,TX,Lipscomb County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48297,TX,Live Oak County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48299,TX,Llano County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
48301,TX,Loving County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48303,TX,Lubbock County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48305,TX,Lynn County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48307,TX,McCulloch County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48309,TX,McLennan County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48311,TX,McMullen County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48313,TX,Madison County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48315,TX,Marion County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
48317,TX,Martin County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48319,TX,Mason County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
48321,TX,Matagorda County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
48323,TX,Maverick County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48325,TX,Medina County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48327,TX,Menard County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48329,TX,Midland County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48331,TX,Milam County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48333,TX,Mills County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48335,TX,Mitchell County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48337,TX,Montague County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48339,TX,Montgomery County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
48341,TX,Moore County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48343,TX,Morris County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48345,TX,Motley County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48347,TX,Nacogdoches County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
48349,TX,Navarro County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48351,TX,Newton County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
48353,TX,Nolan County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48355,TX,Nueces County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48357,TX,Ochiltree County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48359,TX,Oldham County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48361,TX,Orange County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48363,TX,Palo Pinto County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
48365,TX,Panola County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48367,TX,Parker County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
48369,TX,Parmer County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48371,TX,Pecos County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48373,TX,Polk County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
48375,TX,Potter County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48377,TX,Presidio County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48379,TX,Rains County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48381,TX,Randall County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48383,TX,Reagan County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48385,TX,Real County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
48387,TX,Red River County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48389,TX,Reeves County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48391,TX,Refugio County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48393,TX,Roberts County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48395,TX,Robertson County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
48397,TX,Rockwall County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48399,TX,Runnels County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48401,TX,Rusk County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
48403,TX,Sabine County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
48405,TX,San Augustine County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
48407,TX,San Jacinto County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48409,TX,San Patricio County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48411,TX,San Saba County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48413,TX,Schleicher County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48415,TX,Scurry County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48417,TX,Shackelford County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48419,TX,Shelby County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
48421,TX,Sherman County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48423,TX,Smith County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
48425,TX,Somervell County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48427,TX,Starr County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48429,TX,Stephens County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48431,TX,Sterling County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48433,TX,Stonewall County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48435,TX,Sutton County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
48437,TX,Swisher County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48439,TX,Tarrant County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
48441,TX,Taylor County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
48443,TX,Terrell County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48445,TX,Terry County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48447,TX,Throckmorton County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48449,TX,Titus County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48451,TX,Tom Green County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48453,TX,Travis County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48455,TX,Trinity County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
48457,TX,Tyler County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
48459,TX,Upshur County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
48461,TX,Upton County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48463,TX,Uvalde County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
48465,TX,Val Verde County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48467,TX,Van Zandt County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48469,TX,Victoria County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
48471,TX,Walker County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
48473,TX,Waller County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
48475,TX,Ward County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48477,TX,Washington County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
48479,TX,Webb County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48481,TX,Wharton County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48483,TX,Wheeler County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48485,TX,Wichita County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48487,TX,Wilbarger County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48489,TX,Willacy County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48491,TX,Williamson County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48493,TX,Wilson County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48495,TX,Winkler County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48497,TX,Wise County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48499,TX,Wood County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
48501,TX,Yoakum County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48503,TX,Young County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48505,TX,Zapata County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
48507,TX,Zavala County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
49001,UT,Beaver County,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported
49003,UT,Box Elder County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
49005,UT,Cache County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
49007,UT,Carbon County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
49009,UT,Daggett County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
49011,UT,Davis County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
